time,date,ibilist,user,value
10:18:39,2021-12-02,785,9,76
10:18:40,2021-12-02,769,9,78
10:18:41,2021-12-02,760,9,78
10:18:42,2021-12-02,755,9,79
10:18:43,2021-12-02,770,9,77
10:18:44,2021-12-02,774,9,77
10:18:45,2021-12-02,748,9,80
10:18:46,2021-12-02,759,9,79
10:18:47,2021-12-02,761,9,78
10:18:48,2021-12-02,782,9,76
10:18:49,2021-12-02,764,9,78
10:18:50,2021-12-02,754,9,79
10:18:51,2021-12-02,769,9,78
10:18:52,2021-12-02,780,9,76
10:18:53,2021-12-02,769,9,78
10:18:54,2021-12-02,769,9,78
10:18:55,2021-12-02,771,9,77
10:18:56,2021-12-02,778,9,77
10:18:57,2021-12-02,779,9,77
10:18:58,2021-12-02,771,9,77
10:18:59,2021-12-02,758,9,79
10:19:00,2021-12-02,740,9,81
10:19:01,2021-12-02,768,9,78
10:19:02,2021-12-02,782,9,76
10:19:03,2021-12-02,751,9,79
10:19:04,2021-12-02,743,9,80
10:19:05,2021-12-02,746,9,80
10:19:06,2021-12-02,773,9,77
10:19:07,2021-12-02,770,9,77
10:19:08,2021-12-02,748,9,80
10:19:09,2021-12-02,749,9,80
10:19:10,2021-12-02,758,9,79
10:19:11,2021-12-02,755,9,79
10:19:12,2021-12-02,771,9,77
10:19:13,2021-12-02,742,9,80
10:19:14,2021-12-02,721,9,83
10:19:15,2021-12-02,719,9,83
10:19:16,2021-12-02,727,9,82
10:19:17,2021-12-02,739,9,81
10:19:18,2021-12-02,742,9,80
10:19:19,2021-12-02,737,9,81
10:19:20,2021-12-02,741,9,80
10:19:21,2021-12-02,749,9,80
10:19:22,2021-12-02,753,9,79
10:19:23,2021-12-02,758,9,79
10:19:24,2021-12-02,761,9,78
10:19:25,2021-12-02,734,9,81
10:19:26,2021-12-02,740,9,81
10:19:27,2021-12-02,742,9,80
10:19:28,2021-12-02,735,9,81
10:19:29,2021-12-02,741,9,80
10:19:30,2021-12-02,723,9,82
10:19:31,2021-12-02,735,9,81
10:19:32,2021-12-02,726,9,82
10:19:33,2021-12-02,746,9,80
10:19:34,2021-12-02,761,9,78
10:19:35,2021-12-02,730,9,82
10:19:36,2021-12-02,728,9,82
10:19:37,2021-12-02,739,9,81
10:19:38,2021-12-02,759,9,79
10:19:39,2021-12-02,732,9,81
10:19:40,2021-12-02,751,9,79
10:19:41,2021-12-02,757,9,79
10:19:42,2021-12-02,779,9,77
10:19:43,2021-12-02,752,9,79
10:19:44,2021-12-02,736,9,81
10:19:45,2021-12-02,745,9,80
10:19:46,2021-12-02,758,9,79
10:19:47,2021-12-02,763,9,78
10:19:48,2021-12-02,750,9,80
10:19:49,2021-12-02,734,9,81
10:19:50,2021-12-02,749,9,80
10:19:51,2021-12-02,735,9,81
10:19:52,2021-12-02,730,9,82
10:19:53,2021-12-02,754,9,79
10:19:54,2021-12-02,742,9,80
10:19:55,2021-12-02,761,9,78
10:19:56,2021-12-02,763,9,78
10:19:57,2021-12-02,773,9,77
10:19:58,2021-12-02,767,9,78
10:19:59,2021-12-02,768,9,78
10:20:00,2021-12-02,753,9,79
10:20:01,2021-12-02,770,9,77
10:20:02,2021-12-02,754,9,79
10:20:03,2021-12-02,746,9,80
10:20:04,2021-12-02,735,9,81
10:20:05,2021-12-02,727,9,82
10:20:06,2021-12-02,752,9,79
10:20:07,2021-12-02,748,9,80
10:20:08,2021-12-02,744,9,80
10:20:09,2021-12-02,744,9,80
10:20:10,2021-12-02,740,9,81
10:20:11,2021-12-02,742,9,80
10:20:12,2021-12-02,730,9,82
10:20:13,2021-12-02,729,9,82
10:20:14,2021-12-02,728,9,82
10:20:15,2021-12-02,722,9,83
10:20:16,2021-12-02,740,9,81
10:20:17,2021-12-02,731,9,82
10:20:18,2021-12-02,741,9,80
10:20:19,2021-12-02,733,9,81
10:20:20,2021-12-02,728,9,82
10:20:21,2021-12-02,745,9,80
10:20:22,2021-12-02,755,9,79
10:20:23,2021-12-02,735,9,81
10:20:24,2021-12-02,733,9,81
10:20:25,2021-12-02,737,9,81
10:20:26,2021-12-02,752,9,79
10:20:27,2021-12-02,749,9,80
10:20:28,2021-12-02,735,9,81
10:20:29,2021-12-02,734,9,81
10:20:30,2021-12-02,754,9,79
10:20:31,2021-12-02,735,9,81
10:20:32,2021-12-02,736,9,81
10:20:33,2021-12-02,726,9,82
10:20:34,2021-12-02,736,9,81
10:20:35,2021-12-02,738,9,81
10:20:36,2021-12-02,744,9,80
10:20:37,2021-12-02,766,9,78
10:20:38,2021-12-02,742,9,80
10:20:39,2021-12-02,745,9,80
10:20:40,2021-12-02,740,9,81
10:20:41,2021-12-02,747,9,80
10:20:42,2021-12-02,751,9,79
10:20:43,2021-12-02,745,9,80
10:20:44,2021-12-02,756,9,79
10:20:45,2021-12-02,735,9,81
10:20:46,2021-12-02,741,9,80
10:20:47,2021-12-02,761,9,78
10:20:48,2021-12-02,723,9,82
10:20:49,2021-12-02,721,9,83
10:20:50,2021-12-02,723,9,82
10:20:51,2021-12-02,739,9,81
10:20:52,2021-12-02,744,9,80
10:20:53,2021-12-02,752,9,79
10:20:54,2021-12-02,729,9,82
10:20:55,2021-12-02,734,9,81
10:20:56,2021-12-02,762,9,78
10:20:57,2021-12-02,725,9,82
10:20:58,2021-12-02,745,9,80
10:20:59,2021-12-02,723,9,82
10:21:00,2021-12-02,718,9,83
10:21:01,2021-12-02,736,9,81
10:21:02,2021-12-02,724,9,82
10:21:03,2021-12-02,716,9,83
10:21:04,2021-12-02,707,9,84
10:21:05,2021-12-02,732,9,81
10:21:06,2021-12-02,722,9,83
10:21:07,2021-12-02,727,9,82
10:21:08,2021-12-02,707,9,84
10:21:09,2021-12-02,726,9,82
10:21:10,2021-12-02,748,9,80
10:21:11,2021-12-02,747,9,80
10:21:12,2021-12-02,743,9,80
10:21:13,2021-12-02,743,9,80
10:21:14,2021-12-02,731,9,82
10:21:15,2021-12-02,759,9,79
10:21:16,2021-12-02,778,9,77
10:21:17,2021-12-02,749,9,80
10:21:18,2021-12-02,734,9,81
10:21:19,2021-12-02,754,9,79
10:21:20,2021-12-02,742,9,80
10:21:21,2021-12-02,745,9,80
10:21:22,2021-12-02,740,9,81
10:21:23,2021-12-02,730,9,82
10:21:24,2021-12-02,730,9,82
10:21:25,2021-12-02,716,9,83
10:21:26,2021-12-02,723,9,82
10:21:27,2021-12-02,724,9,82
10:21:28,2021-12-02,712,9,84
10:21:29,2021-12-02,720,9,83
10:21:30,2021-12-02,745,9,80
10:21:31,2021-12-02,738,9,81
10:21:32,2021-12-02,711,9,84
10:21:33,2021-12-02,730,9,82
10:21:34,2021-12-02,724,9,82
10:21:35,2021-12-02,745,9,80
10:21:36,2021-12-02,735,9,81
10:21:37,2021-12-02,733,9,81
10:21:38,2021-12-02,736,9,81
10:21:39,2021-12-02,740,9,81
10:21:40,2021-12-02,726,9,82
10:21:41,2021-12-02,715,9,83
10:21:42,2021-12-02,729,9,82
10:21:43,2021-12-02,735,9,81
10:21:44,2021-12-02,743,9,80
10:21:45,2021-12-02,718,9,83
10:21:46,2021-12-02,724,9,82
10:21:47,2021-12-02,738,9,81
10:21:48,2021-12-02,745,9,80
10:21:49,2021-12-02,773,9,77
10:21:50,2021-12-02,744,9,80
10:21:51,2021-12-02,743,9,80
10:21:52,2021-12-02,737,9,81
10:21:53,2021-12-02,745,9,80
10:21:54,2021-12-02,732,9,81
10:21:55,2021-12-02,701,9,85
10:21:56,2021-12-02,717,9,83
10:21:57,2021-12-02,719,9,83
10:21:58,2021-12-02,720,9,83
10:21:59,2021-12-02,723,9,82
10:22:00,2021-12-02,719,9,83
10:22:01,2021-12-02,750,9,80
10:22:02,2021-12-02,772,9,77
10:22:03,2021-12-02,756,9,79
10:22:04,2021-12-02,739,9,81
10:22:05,2021-12-02,747,9,80
10:22:06,2021-12-02,776,9,77
10:22:07,2021-12-02,782,9,76
10:22:08,2021-12-02,762,9,78
10:22:09,2021-12-02,737,9,81
10:22:10,2021-12-02,731,9,82
10:22:11,2021-12-02,694,9,86
10:22:12,2021-12-02,672,9,89
10:22:13,2021-12-02,669,9,89
10:22:14,2021-12-02,685,9,87
10:22:15,2021-12-02,715,9,83
10:22:16,2021-12-02,707,9,84
10:22:17,2021-12-02,717,9,83
10:22:18,2021-12-02,729,9,82
10:22:19,2021-12-02,732,9,81
10:22:20,2021-12-02,752,9,79
10:22:21,2021-12-02,742,9,80
10:22:22,2021-12-02,721,9,83
10:22:23,2021-12-02,727,9,82
10:22:24,2021-12-02,755,9,79
10:22:25,2021-12-02,740,9,81
10:22:26,2021-12-02,735,9,81
10:22:27,2021-12-02,752,9,79
10:22:28,2021-12-02,762,9,78
10:22:29,2021-12-02,756,9,79
10:22:30,2021-12-02,735,9,81
10:22:31,2021-12-02,732,9,81
