time,date,ibilist,user,value
11:19:05,2021-08-25,686,12,87
11:19:06,2021-08-25,689,12,87
11:19:07,2021-08-25,692,12,86
11:19:08,2021-08-25,689,12,87
11:19:09,2021-08-25,690,12,86
11:19:10,2021-08-25,695,12,86
11:19:11,2021-08-25,1379,12,43
11:19:12,2021-08-25,690,12,86
11:19:13,2021-08-25,690,12,86
11:19:14,2021-08-25,687,12,87
11:19:15,2021-08-25,1376,12,43
11:19:16,2021-08-25,2064,12,29
11:19:17,2021-08-25,684,12,87
11:19:18,2021-08-25,682,12,87
11:19:19,2021-08-25,678,12,88
11:19:20,2021-08-25,674,12,89
11:19:21,2021-08-25,674,12,89
11:19:22,2021-08-25,675,12,88
11:19:23,2021-08-25,667,12,89
11:19:24,2021-08-25,673,12,89
11:19:25,2021-08-25,670,12,89
11:19:26,2021-08-25,671,12,89
11:19:27,2021-08-25,675,12,88
11:19:28,2021-08-25,679,12,88
11:19:29,2021-08-25,678,12,88
11:19:30,2021-08-25,683,12,87
11:19:31,2021-08-25,685,12,87
11:19:32,2021-08-25,684,12,87
11:19:33,2021-08-25,688,12,87
11:19:34,2021-08-25,696,12,86
11:19:35,2021-08-25,696,12,86
11:19:36,2021-08-25,692,12,86
11:19:37,2021-08-25,698,12,85
11:19:38,2021-08-25,698,12,85
11:19:39,2021-08-25,699,12,85
11:19:40,2021-08-25,696,12,86
11:19:41,2021-08-25,702,12,85
11:19:42,2021-08-25,701,12,85
11:19:43,2021-08-25,699,12,85
11:19:44,2021-08-25,700,12,85
11:19:45,2021-08-25,701,12,85
11:19:46,2021-08-25,700,12,85
11:19:47,2021-08-25,704,12,85
11:19:48,2021-08-25,705,12,85
11:19:49,2021-08-25,708,12,84
11:19:50,2021-08-25,702,12,85
11:19:51,2021-08-25,709,12,84
11:19:52,2021-08-25,712,12,84
11:19:53,2021-08-25,712,12,84
11:19:54,2021-08-25,708,12,84
11:19:55,2021-08-25,703,12,85
11:19:56,2021-08-25,661,12,90
11:19:57,2021-08-25,725,12,82
11:19:58,2021-08-25,694,12,86
11:19:59,2021-08-25,686,12,87
11:20:00,2021-08-25,674,12,89
11:20:01,2021-08-25,674,12,89
11:20:02,2021-08-25,676,12,88
11:20:03,2021-08-25,676,12,88
11:20:04,2021-08-25,673,12,89
11:20:05,2021-08-25,681,12,88
11:20:06,2021-08-25,679,12,88
11:20:07,2021-08-25,679,12,88
11:20:08,2021-08-25,682,12,87
11:20:09,2021-08-25,680,12,88
11:20:10,2021-08-25,679,12,88
11:20:11,2021-08-25,685,12,87
11:20:12,2021-08-25,678,12,88
11:20:13,2021-08-25,681,12,88
11:20:14,2021-08-25,685,12,87
11:20:15,2021-08-25,680,12,88
11:20:16,2021-08-25,1358,12,44
11:20:17,2021-08-25,680,12,88
11:20:18,2021-08-25,675,12,88
11:20:19,2021-08-25,676,12,88
11:20:20,2021-08-25,681,12,88
11:20:21,2021-08-25,678,12,88
11:20:22,2021-08-25,682,12,87
11:20:23,2021-08-25,681,12,88
11:20:24,2021-08-25,674,12,89
11:20:25,2021-08-25,680,12,88
11:20:26,2021-08-25,682,12,87
11:20:27,2021-08-25,680,12,88
11:20:28,2021-08-25,677,12,88
11:20:29,2021-08-25,681,12,88
11:20:30,2021-08-25,680,12,88
11:20:31,2021-08-25,680,12,88
11:20:32,2021-08-25,679,12,88
11:20:33,2021-08-25,685,12,87
11:20:34,2021-08-25,686,12,87
11:20:35,2021-08-25,682,12,87
11:20:36,2021-08-25,684,12,87
11:20:37,2021-08-25,685,12,87
11:20:38,2021-08-25,683,12,87
11:20:39,2021-08-25,685,12,87
11:20:40,2021-08-25,687,12,87
11:20:41,2021-08-25,690,12,86
11:20:42,2021-08-25,688,12,87
11:20:43,2021-08-25,690,12,86
11:20:44,2021-08-25,688,12,87
11:20:45,2021-08-25,688,12,87
11:20:46,2021-08-25,691,12,86
11:20:47,2021-08-25,694,12,86
11:20:48,2021-08-25,698,12,85
11:20:49,2021-08-25,697,12,86
11:20:50,2021-08-25,703,12,85
11:20:51,2021-08-25,701,12,85
11:20:52,2021-08-25,697,12,86
11:20:53,2021-08-25,702,12,85
11:20:54,2021-08-25,708,12,84
11:20:55,2021-08-25,700,12,85
11:20:56,2021-08-25,698,12,85
11:20:57,2021-08-25,699,12,85
11:20:58,2021-08-25,692,12,86
11:20:59,2021-08-25,688,12,87
11:21:00,2021-08-25,693,12,86
11:21:01,2021-08-25,692,12,86
11:21:02,2021-08-25,691,12,86
11:21:03,2021-08-25,691,12,86
11:21:04,2021-08-25,695,12,86
11:21:05,2021-08-25,695,12,86
11:21:06,2021-08-25,699,12,85
11:21:07,2021-08-25,702,12,85
11:21:08,2021-08-25,702,12,85
11:21:09,2021-08-25,698,12,85
11:21:10,2021-08-25,704,12,85
11:21:11,2021-08-25,704,12,85
11:21:12,2021-08-25,701,12,85
11:21:13,2021-08-25,706,12,84
11:21:14,2021-08-25,705,12,85
11:21:15,2021-08-25,708,12,84
11:21:16,2021-08-25,701,12,85
11:21:17,2021-08-25,710,12,84
11:21:18,2021-08-25,704,12,85
11:21:19,2021-08-25,703,12,85
11:21:20,2021-08-25,703,12,85
11:21:21,2021-08-25,704,12,85
11:21:22,2021-08-25,699,12,85
11:21:23,2021-08-25,703,12,85
11:21:24,2021-08-25,704,12,85
11:21:25,2021-08-25,695,12,86
11:21:26,2021-08-25,699,12,85
11:21:27,2021-08-25,699,12,85
