time,value,date,user
11:19:05,88,2021-08-25,12
11:19:10,88,2021-08-25,12
11:19:15,87,2021-08-25,12
11:19:30,87,2021-08-25,12
11:19:40,85,2021-08-25,12
11:19:45,86,2021-08-25,12
11:19:50,87,2021-08-25,12
11:19:55,88,2021-08-25,12
11:20:00,88,2021-08-25,12
11:20:10,88,2021-08-25,12
11:20:15,87,2021-08-25,12
11:20:20,86,2021-08-25,12
11:20:27,86,2021-08-25,12
11:20:37,85,2021-08-25,12
11:20:52,86,2021-08-25,12
11:21:07,86,2021-08-25,12
11:21:12,87,2021-08-25,12
11:21:22,88,2021-08-25,12
11:21:32,89,2021-08-25,12
11:21:37,89,2021-08-25,12
11:21:52,87,2021-08-25,12
11:22:02,86,2021-08-25,12
11:22:12,85,2021-08-25,12
11:22:22,85,2021-08-25,12
11:22:32,84,2021-08-25,12
11:22:37,85,2021-08-25,12
11:22:47,86,2021-08-25,12
11:22:52,87,2021-08-25,12
11:23:07,87,2021-08-25,12
11:23:12,89,2021-08-25,12
11:23:22,88,2021-08-25,12
11:23:32,89,2021-08-25,12
11:23:42,90,2021-08-25,12
11:23:47,89,2021-08-25,12
11:24:02,88,2021-08-25,12
11:24:07,88,2021-08-25,12
11:24:22,88,2021-08-25,12
11:24:37,88,2021-08-25,12
11:24:47,88,2021-08-25,12
11:24:52,88,2021-08-25,12
11:24:57,88,2021-08-25,12
11:25:07,87,2021-08-25,12
11:25:12,88,2021-08-25,12
11:25:27,87,2021-08-25,12
11:25:32,87,2021-08-25,12
11:25:37,87,2021-08-25,12
11:25:42,88,2021-08-25,12
11:25:47,87,2021-08-25,12
11:25:52,88,2021-08-25,12
11:26:07,88,2021-08-25,12
11:26:17,87,2021-08-25,12
11:26:22,86,2021-08-25,12
11:26:32,85,2021-08-25,12
11:26:42,86,2021-08-25,12
11:26:57,86,2021-08-25,12
11:27:02,87,2021-08-25,12
11:27:07,88,2021-08-25,12
11:27:17,88,2021-08-25,12
11:27:32,87,2021-08-25,12
11:27:42,86,2021-08-25,12
11:27:52,87,2021-08-25,12
11:28:02,87,2021-08-25,12
11:28:17,87,2021-08-25,12
11:28:22,88,2021-08-25,12
11:28:27,88,2021-08-25,12
11:28:32,87,2021-08-25,12
11:28:37,87,2021-08-25,12
11:28:42,86,2021-08-25,12
11:28:47,86,2021-08-25,12
11:29:02,86,2021-08-25,12
11:29:17,86,2021-08-25,12
11:29:32,86,2021-08-25,12
11:29:42,86,2021-08-25,12
11:29:47,88,2021-08-25,12
11:29:52,89,2021-08-25,12
11:29:57,90,2021-08-25,12
11:30:12,90,2021-08-25,12
11:30:27,90,2021-08-25,12
11:30:42,89,2021-08-25,12
11:30:57,89,2021-08-25,12
11:31:12,89,2021-08-25,12
11:31:27,89,2021-08-25,12
11:31:42,89,2021-08-25,12
11:31:52,87,2021-08-25,12
11:31:57,85,2021-08-25,12
11:32:07,86,2021-08-25,12
11:32:17,90,2021-08-25,12
11:32:22,91,2021-08-25,12
11:32:27,90,2021-08-25,12
11:32:32,89,2021-08-25,12
11:32:42,90,2021-08-25,12
11:32:52,89,2021-08-25,12
11:32:58,89,2021-08-25,12
11:33:13,90,2021-08-25,12
11:33:28,90,2021-08-25,12
11:33:43,90,2021-08-25,12
11:33:48,89,2021-08-25,12
11:33:58,90,2021-08-25,12
